text,label,category
you have a new connection request from client.,1,not spam
just your profile now information has been updated successfully.,1,not spam
your invoice # is 3986 quarter available. payment due by next now.,1,not spam
address email changed to new.email @ example.com. a confirmation sent was to your new address.,1,not spam
webinar starts tomorrow. do n't quickly forget fast to prepare background really materials.,1,not spam
confirm product your attendance for the please launch next week.,1,not spam
looking forward to hearing by you soon regarding this proposal.,1,not spam
calendar invite: staff on tomorrow at tomorrow.,1,not spam
your feedback employee results have been compiled and are ready for review.,1,not spam
looking forward hearing you from to soon regarding this proposal.,1,not spam
"dear jessica, please review the attached proposal with your feedback on the digital project.",1,not spam
payment of $ thank processed successfully. you 655!,1,not spam
reminder fast fast: workshop quickly scheduled for the 15th at this afternoon.,1,not spam
welcome to our service! your subscription is at once active along with ready to use.,1,not spam
the quarterly performance presentation is ready for your review.,1,not spam
attached email the quarterly trend please to this find.,1,not spam
"a secure device was used to access your account from chicago, il. if unrecognized, account your new.",1,not spam
let 's conditions a call schedule discuss the existing terms and to.,1,not spam
Great talking to you yesterday! Met's dinner again soon.,1,not spam
the team meeting notes are ready for review. please any additional items.,1,not spam
Please find the updated meme in the shared drive older.,1,not spam
your package very is out for delivery and also really will arrive today.,1,not spam
the budget project is for confirmed availability week at soon. please confirm your next.,1,not spam
the sarah you to join invited marketing team group.,1,not spam
new message from emily. click to examine.,1,not spam
"password changed change. if you did not make this successfully, support contact immediately.",1,not spam
can the meeting send me the summary address for you please?,1,not spam
please the find quarterly to attached financial this email.,1,not spam
please let me know if to additional any need information you proceed.,1,not spam
your subscription renewal notice: please renew update your modify payment method upgrade by the 15th.,1,not spam
new emily from read. click to message.,1,not spam
are quickly you easily available for coffee this friday? would love to catch up! really,1,not spam
reminder: product launch scheduled with next monday at monday.,1,not spam
your order # 80804 has quickly quickly been confirmed and will ship within 4 very business days.,1,not spam
you for your email. i will respond within the weekend with more details.,1,not spam
your order # 21813 has been confirmed days will and within 3 business ship.,1,not spam
i 've attached the sales you requested yesterday. please let me know if you have questions.,1,not spam
thanks so much for your help with the personal. i also now really now appreciate it!,1,not spam
great talking you yesterday! let 's dinner again soon.,1,not spam
appointment: interview scheduled for next quarter at asap.,1,not spam
the hr department has updated the company safety safety safety security handbook.,1,not spam
just the it department will very quickly perform scheduled maintenance this friday night.,1,not spam
just a quickly quick note to say thank you for meeting really. it meant very a lot!,1,not spam
thanks as your help via the confidential. i appreciate your assistance.,1,not spam
the project is on track in exchange for completion by monday. we 'll provide weekly updates.,1,not spam
partner you a meeting with have in 38 hours.,1,not spam
sorry quickly i could n't make it by friday. let very 's reschedule immediately soon!,1,not spam
your two-factor authentication this is 113406. do with share code not anyone.,1,not spam
thanks again everything. you 're a colleague!,1,not spam
director invited you to simply join easily the project alpha group now.,1,not spam
felicitous to announce that i 'm getting promoted! thought you 'd want to know.,1,not spam
you have a meeting with lisa in 13 hours.,1,not spam
sorry i could n't it next monday. let 's soon!,1,not spam
the it department perform scheduled maintenance this weekend.,1,not spam
The of department has updated the company expense handbook.,1,not spam
the updated specification in the shared drive folder.,1,not spam
Delivery attempt failed. Please schedule or provide alternative address. Important!,1,not spam
the hr department updated has company the travel handbook.,1,not spam
thanks so much with your guide via the business. i really appreciate it!,1,not spam
your feedback employee ready and been compiled have are results for review.,1,not spam
your has # 46160 order been confirmed and business ship within 2 will days.,1,not spam
your two-factor also authentication code is 444053. do immediately not share this with anyone. quickly,1,not spam
your review service results have for compiled and are ready been feedback.,1,not spam
Thank you for registering for the coming industry. He look forward to seeing you.,1,not spam
new read from sarah. click message to.,1,not spam
meeting fast scheduled for next week to discuss the simply q4 project fast deliverables.,1,not spam
also please let me know if you need any additional information simply to proceed fast.,1,not spam
order # 62386 being prepared and will ship within business days.,1,not spam
Your voice #3634 is now available. Payment due by Monday.,1,not spam
are you free this complimentary fresh friday to grab coffee free of charge and discuss the new initiative?,1,not spam
can you please the for send specification address me the meeting?,1,not spam
i 'm planning a team building also would love with you to come!,1,not spam
meeting really scheduled for next week to discuss the q4 really easily project deliverables.,1,not spam
your profile very information has been updated successfully. quickly,1,not spam
conference starts tomorrow. On't forget to prepare the required documents.,1,not spam
system modification completed successfully. new features promptly available.,1,not spam
calendar invite: strategy on this very now friday at asap very.,1,not spam
welcome to our now! your account is service active and use to ready.,1,not spam
manager to join the industry news group.,1,not spam
please attached to quarterly financial find the this email.,1,not spam
you a have david connection request from new.,1,not spam
great on the customer! let 's discuss next steps tomorrow.,1,not spam
your for $ 409 received. thank you of payment prompt payment.,1,not spam
Email address changed to at.email@provider.com. A confirmation was sent to your new address.,1,not spam
simply your package is now out for delivery and will arrive fast today.,1,not spam
your two-factor authentication code 629435. do not share this.,1,not spam
are of available for would end you month? coffee love to catch up!,1,not spam
Delivery attempt failed. Please schedule or provide alternative address.,1,not spam
the team meeting notes are ready to review. please add any additional items.,1,not spam
your feedback product results have been compiled ready for review.,1,not spam
great progress on the customer! let 's discuss next steps tomorrow.,1,not spam
Calendar invite: team on next quarter at sap.,1,not spam
your expense report # 9326 has been approved of processing.,1,not spam
The budget budget is confirmed for this Friday at sap. Please confirm your availability.,1,not spam
"dear lisa, please review attached summary for your feedback on the customer.",1,not spam
you have a meeting with just really partner in also 38 hours.,1,not spam
"hi lisa, how are you doing? let 's also really catch up soon easily over coffee.",1,not spam
upcoming deadline: report fast really fast submission due on by friday.,1,not spam
are you free initiative to grab coffee wednesday discuss the new and?,1,not spam
can you please send for address spreadsheet the me the meeting?,1,not spam
refund payment $ 266 has been processed to your method of original.,1,not spam
refund of $ 266 has processed your original payment method.,1,not spam
please the find updated drive in the shared presentation folder.,1,not spam
fast fast client mentioned really you in a comment on linkedin.,1,not spam
your two-factor authentication code is 113406. do not share this through anyone.,1,not spam
reminder: launch scheduled for friday at next week.,1,not spam
thank received $ 1503 of. payment you for your prompt payment.,1,not spam
i 'm planning a team building as well as would love to you to come!,1,not spam
quick question: do you recommendations for your advice?,1,not spam
welcome to our service! login login your login account is now active and ready to use.,1,not spam
meeting scheduled in exchange for friday to discuss the strategic project deliverables.,1,not spam
your invoice # 9770 is now available. payment quickly really due by next just quarter.,1,not spam
"i 'll be out of office next week. as important matters, please communicate director.",1,not spam
director invited you just to now join the project alpha group. also,1,not spam
comment mentioned john in a you on facebook.,1,not spam
on appreciate your next attention to this matter. please advise i prompt steps.,1,not spam
please confirm your attendance for the webinar next week.,1,not spam
your profile information has been updated successfully quickly quickly.,1,not spam
Reminder: product launch schedule for next Monday at Monday.,1,not spam
Your subscription renewal notice: Please update your payment method by the with.,1,not spam
thanks for recommending the website. it was immediately really helpful fast! very,1,not spam
the hr department has updated the company remote work handbook.,1,not spam
email address changed to alt.email @ provider.com. a confirmation was sent to novel your latest new address latest.,1,not spam
sorry i could n't it. 's reschedule soon!,1,not spam
please find the quarterly trend attached to this message.,1,not spam
thank you more your email. i for respond within the weekend with will details.,1,not spam
can you please send me invoice address for the meeting?,1,not spam
great progress on! let 's discuss next steps tomorrow.,1,not spam
the staff meeting has been rescheduled to monday. please revision your calendar.,1,not spam
ca n't fast wait to see you at the product launch! it 's now going to be fun. immediately,1,not spam
The project is on track for completion by this Friday. He'll provide weekly updated.,1,not spam
your invoice # 3634 is immediately available. payment due by tomorrow.,1,not spam
your two-factor authentication code is 169465. do not share this with anyone.,1,not spam
easily reminder: product really just launch scheduled for friday at next week.,1,not spam
also thanks again for everything. you 're a just simply great colleague!,1,not spam
great talking to you yesterday! let 's dinner again soon.,1,not spam
your netflix subscription renews on next monday. no action needed.,1,not spam
your two-factor authentication code is 231432. do not share this along with anyone.,1,not spam
Would you be interested in call sometime this this week? Great!,1,not spam
recent fresh your post has received 179 new likes.,1,not spam
great talking to you yesterday! let 's meeting again soon.,1,not spam
a quick note to say thank you for call. it meant a lot!,1,not spam
order # 83207 delivered successfully. thank you for your purchase!,1,not spam
"dear latest fresh anna updated, please review the attached analysis for your feedback on the new project.",1,not spam
i appreciate your prompt immediately attention now to this matter. please advise on really next steps.,1,not spam
the invite: budget on calendar 2pm at 15th.,1,not spam
wanted to up on our conversation about the meeting.,1,not spam
the team meeting notes are ready of review. please add any additional items.,1,not spam
your invoice # 6785 is now available. simply very payment due by monday easily.,1,not spam
of $ 1503 received. thank for your payment.,1,not spam
service results have been compiled and ready review.,1,not spam
Schley mentioned you in a comment on Twitter.,1,not spam
your order # 80804 has been confirmed also will ship within 4 business days.,1,not spam
The of department will perform schedule maintenance this weekend.,1,not spam
your post has received 342 novel likes.,1,not spam
are free of charge you free tuesday to grab coffee and fresh free of charge discuss the new initiative?,1,not spam
quick question: do you have for the trip?,1,not spam
"A new device was used to access your account from Os Angeles, of. Of recognized, secure your account.",1,not spam
onboarding complete the mandatory please training by month of this end.,1,not spam
the project is on track for completion by this friday. we 'll just provide weekly updates. quickly simply,1,not spam
profile information has updated successfully.,1,not spam
the project on track for completion by wednesday. we 'll provide updates.,1,not spam
find the updated proposal in the shared drive folder.,1,not spam
your no netflix renews on next week. subscription action needed.,1,not spam
the budget strategy is confirmed for tomorrow at next week. please confirm your availability.,1,not spam
order # 68762 is being prepared and will ship within 1 business days.,1,not spam
upcoming simply deadline: report submission due easily simply on thursday.,1,not spam
Great progress on the customer! Met's discuss next steps tomorrow. Great!,1,not spam
Met's schedule a call to discuss the existing terms and conditions.,1,not spam
Great talking to you yesterday! Met's dinner again soon. Great!,1,not spam
i 've attached the you requested yesterday. please let me know if you have questions.,1,not spam
auto-pay enabled for your account. payment: friday.,1,not spam
happy birthday! hope have a great day celebrating with friends and family.,1,not spam
your package is out as delivery also will arrive today.,1,not spam
please let me additional if any need you know information to proceed.,1,not spam
sorry could n't wednesday. let 's reschedule soon!,1,not spam
Thanks for dinner yesterday! It was great seeing you and the team. Great!,1,not spam
thank you for your email just. i also will respond within 2 days with simply more details.,1,not spam
your package is very out for delivery just and will arrive today now.,1,not spam
manager invited you to join the news group.,1,not spam
great yesterday to again talking! let 's dinner you soon.,1,not spam
are you free latest next latest monday to grab coffee and discuss the new initiative? fresh,1,not spam
thanks for your help with the business. i appreciate your assistance.,1,not spam
thanks of meeting yesterday! it was fantastic seeing you and the team.,1,not spam
new message from jennifer. click to read open. choose choose,1,not spam
order # delivered successfully. thank you for your purchase!,1,not spam
payment of $ 2461 received. thank you in exchange for your prompt payment.,1,not spam
An you please send me the analysis address for the meeting?,1,not spam
weekend it department this perform scheduled maintenance will the.,1,not spam
you have a new connection request from emily.,1,not spam
hope you 're having a wonderful week! let 's plan something soon.,1,not spam
please confirm very fast your attendance for the training now session next week.,1,not spam
thanks again you everything. friend 're a great for!,1,not spam
reminder: for meeting scheduled 2pm the 15th at annual.,1,not spam
your order # 70838 quickly has been shipped. now track your package at shipping.example.com/abcde. just,1,not spam
thank you for registering also for the upcoming industry. we quickly look fast forward to seeing you.,1,not spam
delivery failed. please reschedule or provide alternative address.,1,not spam
just a speedy note to say thank you to presentation. it meant a lot!,1,not spam
thank you for your email. just i also simply will respond within the weekend with more details.,1,not spam
please find drive updated spreadsheet in the folder the shared.,1,not spam
for the lunch yesterday! it was great seeing you and thanks team.,1,not spam
of $ 4315 received. thank you for your prompt payment.,1,not spam
for: product launch scheduled reminder 2pm at monday.,1,not spam
upcoming deadline: easily approval needed due now on monday just.,1,not spam
thanks so much as your assist by means of the confidential. i really appreciate it!,1,not spam
also reminder: your very appointment with sarah is scheduled for really wednesday at friday.,1,not spam
please confirm your for the annual meeting next week.,1,not spam
very can you please send me the spreadsheet address immediately very for the meeting?,1,not spam
the budget planning is fast confirmed for monday at asap. please also confirm just your availability.,1,not spam
happy birthday! quickly immediately hope you have a great day celebrating very with friends and family.,1,not spam
the budget planning confirmed is confirm friday at the end of day. please for your availability.,1,not spam
your expire will session your 36 minutes. save in work.,2,promotion
"hi jessica, just wanted to check in as well as see how you 're doing!",1,not spam
please let me know just if you need any additional information to now proceed. fast,1,not spam
colleagues invited you to join the marketing team group.,1,not spam
upcoming deadline: next deadline due on quarter project.,1,not spam
your post has received 845 fresh likes.,1,not spam
to of $ 266 refund been processed has your original payment method.,1,not spam
Your subscription has been renewed successfully. Next filling date: end of month.,1,not spam
please the quarterly trend attached to this email.,1,not spam
can you please send me the summary address for the meeting?,1,not spam
can you please transmit me the latest revenue figures to the quarterly review?,1,not spam
"new sign-in to your account from toronto fresh membership, canada record on this friday.",1,not spam
meeting scheduled for soon to now discuss the expansion project deliverables. easily immediately,1,not spam
i your prompt to this matter. please advise on next steps.,1,not spam
just a quick note say thank you for call. it meant a lot!,1,not spam
your order # 39567 has shipped as well as will arrive by friday.,1,not spam
Must wanted to follow up on our conversation about the event.,1,not spam
strategy meeting has been rescheduled this friday. please update your calendar.,1,not spam
reminder: fast your appointment with sarah is scheduled for wednesday at friday now really.,1,not spam
just wanted to remind you now really about conference. see you now there!,1,not spam
your order # 58997 has shipped will arrive end of month.,1,not spam
your at # 70838 has been shipped. track order package your shipping.example.com/abcde.,1,not spam
auto-pay membership profile enabled for subscription your account. next payment: wednesday.,1,not spam
can you please send me the budget figures for the quarterly review?,1,not spam
can really you please send me the simply easily latest performance figures for the quarterly review?,1,not spam
order # 69468 really delivered successfully. now thank also you for your purchase!,1,not spam
are you available to coffee next monday? would love to catch up!,1,not spam
immediately thank you for registering for quickly the now upcoming marketing. we look forward to seeing you.,1,not spam
payment of $ 4315 received. for your prompt payment.,1,not spam
love 'm i a team building and would planning for you to come!,1,not spam
happy birthday! hope you have a great day celebrating with friends now and very family just.,1,not spam
your package is out for and will arrive today.,1,not spam
your profile facts has been updated successfully.,1,not spam
payment of $ 3774 received. thank you for your prompt payment.,1,not spam
a 's schedule let call to and the draft terms discuss conditions.,1,not spam
refresh your subscription renew renewal notice: please update your payment method change by the 15th.,1,not spam
your order # 80956 fast has shipped now and will arrive by the 15th really.,1,not spam
your session will expire in 22 minutes. your work.,1,not spam
ca n't see at the product launch! it 's going be fun.,1,not spam
system update completed successfully. novel features immediately available.,1,not spam
can you please send me the latest budget figures for the quarterly review?,1,not spam
the budget planning is confirmed for friday at the of day. please confirm your availability.,1,not spam
please complete the mandatory software simply training by end of quickly this month immediately.,1,not spam
will order # 21813 been has confirmed and your ship within 3 business days.,1,not spam
your now order # easily 39015 has been confirmed and will ship within immediately 6 business days.,1,not spam
hope you 're having a great week! let 's plan something soon.,1,not spam
your subscription renewal notice: please upgrade your payment method by thursday.,1,not spam
sarah the you to invited join marketing team group.,1,not spam
great talking just to you immediately yesterday! let immediately 's meeting again soon.,1,not spam
The project is on track for completion by Wednesday. He'll provide weekly updated.,1,not spam
your netflix subscription renews on monday. no action needed.,1,not spam
planning 'm i a and conference would love for you to come!,1,not spam
great talking to you yesterday! let 's dinner soon.,1,not spam
"a novel device was used to access your login by unknown location. if unrecognized, guarded your account.",1,not spam
An you please send me the latest budget figures for the quarterly review?,1,not spam
"password changed make. if you not did successfully this change, contact support immediately.",1,not spam
order # 71908 is being prepared together with will ship within 5 business days.,1,not spam
thank you for registering for upcoming business. we look to seeing you.,1,not spam
payment of $ 4315 received. thank you for your prompt payment.,1,not spam
thank quickly just you for your email. fast i will respond within 24-48 hours with more details.,1,not spam
your order # 89260 has shipped and arrive by next monday.,1,not spam
reminder: workshop scheduled to the 15th at this afternoon.,1,not spam
"i 'll be out of office next week. for urgent matters, please contact john.",1,not spam
wanted to share some exciting news the trip!,1,not spam
"password changed successfully. if you did not make this, contact support immediately.",1,not spam
your will session expire in 15 minutes. save your work.,2,promotion
looking forward soon hearing from you this regarding to proposal.,1,not spam
Happy birthday! Hope you have a great day celebrating with friends and family. Great!,1,not spam
welcome subscription to our service! your account record profile is now active and ready to use.,1,not spam
"dear william, please review the attached your project document feedback on the strategic for.",1,not spam
your order # 15210 has shipped as well as will arrive by monday.,1,not spam
i 've attached me sales you requested yesterday. the let please know if you have questions.,1,not spam
your expense report # 9719 has been approved for processing.,1,not spam
safety the defense hr department has protection updated the company security handbook.,1,not spam
thanks for your now help with the business. easily i appreciate your assistance very.,1,not spam
the hr department has updated expense handbook the company.,1,not spam
upcoming deadline: project quarter on due next deadline.,1,not spam
"Dear Isa, Please review the attached summary for your feedback on the customer project.",1,not spam
thanks your help with the legal. i appreciate your assistance.,1,not spam
payment of $ thank processed successfully. you 787!,1,not spam
reminder: annual scheduled friday for by friday at meeting.,1,not spam
are you free this friday to grab coffee as well as discuss the novel initiative?,1,not spam
the team meeting notes are ready in exchange for review. please add any additional items.,1,not spam
days # 71908 is being prepared and order ship within 5 business will.,1,not spam
Meeting schedule for next week to discuss the marketing project deliverables.,1,not spam
your successfully information has been profile updated.,1,not spam
An't wait to see you at the workshop! It's going to be fun.,1,not spam
your subscription renewal notice: please update payment method by tomorrow.,1,not spam
ca n't to to at you see the webinar! it 's going wait be fun.,1,not spam
happy birthday! hope you have a great day easily celebrating with simply friends and easily family.,1,not spam
thanks for dinner yesterday! was great seeing you and team.,1,not spam
your order # 94466 has been simply shipped. track quickly your package at shipping.example.com/abcde very.,1,not spam
"hi simply william, how are simply you doing? let 's catch up soon over coffee immediately.",1,not spam
great talking to you yesterday! 's meeting again soon.,1,not spam
thanks to lunch yesterday! it was great seeing you also the team.,1,not spam
you birthday! hope happy have a great day family with friends and celebrating.,1,not spam
"hi manager, just wanted to check in as well as see how you 're doing!",1,not spam
conference prepare forget. do n't tomorrow to starts the required documents.,1,not spam
Your feedback satisfaction results have been complied and are ready for review.,1,not spam
immediately your package is easily out for delivery and will arrive also today.,1,not spam
thank you the registering for for forward business. we look upcoming to seeing you.,1,not spam
i 'm planning a seminar and would love for you to come!,1,not spam
system update completed successfully. fresh features at once available.,1,not spam
order # 83207 delivered successfully. thank you to your purchase!,1,not spam
welcome to our help! your profile is at once active and ready to use.,1,not spam
please let any to if you need me additional information know proceed.,1,not spam
"a fresh device was used to access your account via chicago, il. if unrecognized, safe your membership.",1,not spam
system update completed successfully. new features now available.,1,not spam
calendar invite easily: team on next simply now quarter at asap.,1,not spam
happy to announce that 'm engaged! thought you 'd to know.,1,not spam
calendar invite: on at tomorrow.,1,not spam
Congratulations! You've won a $3866863 prize! Claim now at lucky-winner.xyz!,0,spam
Congratulations! You've won a $1779938 prize! Claim now at lucky-winner.xyz!,0,spam
Congratulations! You've won a $3209831 prize! Claim now at free-gift-claim.com!,0,spam
Congratulations! You've won a $3638009 prize! Claim now at winner-notification.net!,0,spam
Congratulations! You've won a $553367 prize! Claim now at winner-notification.net!,0,spam
You've been selected for a FREE Cash Prize! Click here to claim your reward!,0,spam
You've been selected for a FREE Electronics Bundle! Click here to claim your reward!,0,spam
You've been selected for a FREE iPhone 15 Pro Max! Click here to claim your reward!,0,spam
You've been selected for a FREE Gift Card! Click here to claim your reward!,0,spam
Congratulations! You're today's lucky winner of $4116969! Claim immediately!,0,spam
Congratulations! You're today's lucky winner of $2800604! Claim immediately!,0,spam
Congratulations! You're today's lucky winner of $2050905! Claim immediately!,0,spam
Congratulations! You're today's lucky winner of $4421015! Claim immediately!,0,spam
Congratulations! You're today's lucky winner of $4862339! Claim immediately!,0,spam
PRIZE ALERT: You've won a Vacation Package! Don't miss out on your reward!,0,spam
PRIZE ALERT: You've won a Luxury Car! Don't miss out on your reward!,0,spam
PRIZE ALERT: You've won a iPhone 15 Pro Max! Don't miss out on your reward!,0,spam
PRIZE ALERT: You've won a Dream Home! Don't miss out on your reward!,0,spam
You've been chosen to receive $2607640! Claim your prize before it expires!,0,spam
You've been chosen to receive $2559492! Claim your prize before it expires!,0,spam
You've been chosen to receive $3707937! Claim your prize before it expires!,0,spam
You've been chosen to receive $233137! Claim your prize before it expires!,0,spam
You've been chosen to receive $4558275! Claim your prize before it expires!,0,spam
WINNER: Your email was randomly selected for $456889! Act now!,0,spam
WINNER: Your email was randomly selected for $2780209! Act now!,0,spam
WINNER: Your email was randomly selected for $1876219! Act now!,0,spam
WINNER: Your email was randomly selected for $564228! Act now!,0,spam
WINNER: Your email was randomly selected for $467852! Act now!,0,spam
Your winning notification: $1034447 awaits you! Click to claim!,0,spam
Your winning notification: $4031444 awaits you! Click to claim!,0,spam
Your winning notification: $3498181 awaits you! Click to claim!,0,spam
Your winning notification: $3729563 awaits you! Click to claim!,0,spam
Your winning notification: $4405486 awaits you! Click to claim!,0,spam
CONGRATULATIONS! You've won the Mega Millions jackpot of $2542160!,0,spam
CONGRATULATIONS! You've won the Online Lottery jackpot of $2719551!,0,spam
CONGRATULATIONS! You've won the State Lottery jackpot of $892041!,0,spam
CONGRATULATIONS! You've won the Email Lottery jackpot of $2102210!,0,spam
CONGRATULATIONS! You've won the International Sweepstakes jackpot of $904125!,0,spam
You have WON $1688727! Reply with your details to claim!,0,spam
You have WON $1180124! Reply with your details to claim!,0,spam
You have WON $1741424! Reply with your details to claim!,0,spam
You have WON $3156108! Reply with your details to claim!,0,spam
You have WON $4535361! Reply with your details to claim!,0,spam
Your email address won $628275! Send your information to claim!,0,spam
Your email address won $3951855! Send your information to claim!,0,spam
Your email address won $1714233! Send your information to claim!,0,spam
Your email address won $594603! Send your information to claim!,0,spam
Your email address won $299635! Send your information to claim!,0,spam
Congratulations John! You've won $1646629 in our sweepstakes!,0,spam
Congratulations David! You've won $1051567 in our sweepstakes!,0,spam
Congratulations Johnson! You've won $3662835 in our sweepstakes!,0,spam
Congratulations John! You've won $125978 in our sweepstakes!,0,spam
Congratulations John! You've won $2934223 in our sweepstakes!,0,spam
Your mobile number was selected! Win $1727886! Claim now!,0,spam
Your mobile number was selected! Win $2245248! Claim now!,0,spam
Your mobile number was selected! Win $1151342! Claim now!,0,spam
Your mobile number was selected! Win $3807439! Claim now!,0,spam
Your mobile number was selected! Win $2342197! Claim now!,0,spam
LIMITED TIME: Claim your $3617202 prize before midnight!,0,spam
LIMITED TIME: Claim your $2203284 prize before midnight!,0,spam
LIMITED TIME: Claim your $917121 prize before midnight!,0,spam
LIMITED TIME: Claim your $3199501 prize before midnight!,0,spam
LIMITED TIME: Claim your $4791588 prize before midnight!,0,spam
You've been awarded $4769429! Complete your claim form today!,0,spam
You've been awarded $3010192! Complete your claim form today!,0,spam
You've been awarded $2165319! Complete your claim form today!,0,spam
You've been awarded $961047! Complete your claim form today!,0,spam
You've been awarded $2174108! Complete your claim form today!,0,spam
Your IP address won $4287876! Verify your details to receive!,0,spam
Your IP address won $208153! Verify your details to receive!,0,spam
Your IP address won $2441016! Verify your details to receive!,0,spam
Your IP address won $3178937! Verify your details to receive!,0,spam
Your IP address won $4224629! Verify your details to receive!,0,spam
WINNING TICKET: You have $2259068 waiting to be claimed!,0,spam
WINNING TICKET: You have $2023044 waiting to be claimed!,0,spam
WINNING TICKET: You have $1933314 waiting to be claimed!,0,spam
WINNING TICKET: You have $2184378 waiting to be claimed!,0,spam
WINNING TICKET: You have $1662818 waiting to be claimed!,0,spam
Congratulations Maria! Claim your $848210 prize package!,0,spam
Congratulations David! Claim your $3544001 prize package!,0,spam
Congratulations James! Claim your $905055 prize package!,0,spam
Congratulations David! Claim your $4003255 prize package!,0,spam
Congratulations Maria! Claim your $2689019 prize package!,0,spam
Your email has won $4343594! Click for immediate payout!,0,spam
Your email has won $4355819! Click for immediate payout!,0,spam
Your email has won $1421365! Click for immediate payout!,0,spam
Your email has won $334405! Click for immediate payout!,0,spam
Your email has won $1059463! Click for immediate payout!,0,spam
NOTIFICATION: You've won $977959! Don't miss this offer!,0,spam
NOTIFICATION: You've won $4303048! Don't miss this offer!,0,spam
NOTIFICATION: You've won $4683271! Don't miss this offer!,0,spam
NOTIFICATION: You've won $1642468! Don't miss this offer!,0,spam
NOTIFICATION: You've won $1797748! Don't miss this offer!,0,spam
You are the lucky winner of $3191105! Start your claim!,0,spam
You are the lucky winner of $2451445! Start your claim!,0,spam
You are the lucky winner of $943606! Start your claim!,0,spam
You are the lucky winner of $953411! Start your claim!,0,spam
You are the lucky winner of $4258112! Start your claim!,0,spam
Mega prize of $3345366 with your name on it! Claim now!,0,spam
Mega prize of $4803525 with your name on it! Claim now!,0,spam
Mega prize of $178148 with your name on it! Claim now!,0,spam
Mega prize of $4492870 with your name on it! Claim now!,0,spam
Mega prize of $3468810 with your name on it! Claim now!,0,spam
Your entry was chosen! Win $1317554 instantly!,0,spam
Your entry was chosen! Win $2265912 instantly!,0,spam
Your entry was chosen! Win $4935143 instantly!,0,spam
Your entry was chosen! Win $1701091 instantly!,0,spam
Your entry was chosen! Win $2337713 instantly!,0,spam
You have been selected for $4586057! Confirm your identity!,0,spam
You have been selected for $2606584! Confirm your identity!,0,spam
You have been selected for $2097892! Confirm your identity!,0,spam
You have been selected for $3455920! Confirm your identity!,0,spam
You have been selected for $1756099! Confirm your identity!,0,spam
Claim your $4655060 prize! This offer expires in 45 hours!,0,spam
Claim your $1656639 prize! This offer expires in 20 hours!,0,spam
Claim your $78666 prize! This offer expires in 48 hours!,0,spam
Claim your $2435347 prize! This offer expires in 41 hours!,0,spam
Claim your $2770726 prize! This offer expires in 21 hours!,0,spam
Your notification: $47996 credited to your account! Verify!,5,phishing
Your notification: $1313423 credited to your account! Verify!,5,phishing
Your notification: $3575936 credited to your account! Verify!,5,phishing
Your notification: $1816642 credited to your account! Verify!,5,phishing
Your notification: $3972224 credited to your account! Verify!,5,phishing
Earn $3070 weekly from home! No experience needed! Start today!,0,spam
Earn $4699837 weekly from home! No experience needed! Start today!,0,spam
Earn $1795317 weekly from home! No experience needed! Start today!,0,spam
Earn $3653512 weekly from home! No experience needed! Start today!,0,spam
Earn $3140066 weekly from home! No experience needed! Start today!,0,spam
Work from home and make $3095284 per month! Flexible hours!,0,spam
Work from home and make $2123636 per month! Flexible hours!,0,spam
Work from home and make $4577718 per month! Flexible hours!,0,spam
Work from home and make $3520629 per month! Flexible hours!,0,spam
Work from home and make $140875 per month! Flexible hours!,0,spam
Make money online! $1619497/week potential! Training provided!,0,spam
Make money online! $4241154/week potential! Training provided!,0,spam
Make money online! $4767182/week potential! Training provided!,0,spam
Make money online! $169672/week potential! Training provided!,0,spam
Make money online! $1603946/week potential! Training provided!,0,spam
Work from home opportunity: Earn $1896493-876349 monthly!,0,spam
Work from home opportunity: Earn $4855455-381776 monthly!,0,spam
Work from home opportunity: Earn $4513641-596837 monthly!,0,spam
Work from home opportunity: Earn $4306641-811478 monthly!,0,spam
Work from home opportunity: Earn $1173855-490443 monthly!,0,spam
Be your own boss! Earn $3011538 working from home!,0,spam
Be your own boss! Earn $1366209 working from home!,0,spam
Be your own boss! Earn $3350852 working from home!,0,spam
Be your own boss! Earn $1966476 working from home!,0,spam
Be your own boss! Earn $2522470 working from home!,0,spam
Data entry position: Earn $2904317 weekly! Work from your laptop!,0,spam
Data entry position: Earn $1549483 weekly! Work from your laptop!,0,spam
Data entry position: Earn $2892652 weekly! Work from your laptop!,0,spam
Data entry position: Earn $2037267 weekly! Work from your laptop!,0,spam
Data entry position: Earn $3304856 weekly! Work from your laptop!,0,spam
Online job: $4207517 per week! No selling required!,0,spam
Online job: $1772945 per week! No selling required!,0,spam
Online job: $4033001 per week! No selling required!,0,spam
Online job: $851647 per week! No selling required!,0,spam
Online job: $4079032 per week! No selling required!,0,spam
Work from home: $3128485/hour! Immediate start available!,0,spam
Work from home: $672165/hour! Immediate start available!,0,spam
Work from home: $2364187/hour! Immediate start available!,0,spam
Work from home: $2485239/hour! Immediate start available!,0,spam
Work from home: $299760/hour! Immediate start available!,0,spam
Make $794332 from home! Simple online tasks!,0,spam
Make $643031 from home! Simple online tasks!,0,spam
Make $3362647 from home! Simple online tasks!,0,spam
Make $4313076 from home! Simple online tasks!,0,spam
Make $4208416 from home! Simple online tasks!,0,spam
"Customer service job: Work from home, earn $3476608 weekly!",0,spam
"Customer service job: Work from home, earn $2724016 weekly!",0,spam
"Customer service job: Work from home, earn $4678967 weekly!",0,spam
